age_band,sex,pal,kcal_per_day,matched_kcal_level,pyramid_group,subitem,kcal_per_portion,portion_type,portion_low,portion_high,portion_point_estimate
65-69,male,moderate,2450.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
65-69,male,moderate,2450.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
65-69,male,moderate,2450.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
65-69,male,moderate,2450.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
65-69,male,moderate,2450.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
65-69,male,moderate,2450.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
65-69,male,moderate,2450.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
65-69,male,active,2750.0,2800,"Vegetables, fruits & berries",(total),,gte,11.0,,11.0
65-69,male,active,2750.0,2800,"Vegetables, fruits & berries",Vegetables,30,gte,6.0,,6.0
65-69,male,active,2750.0,2800,"Vegetables, fruits & berries",Legumes,130,exact,0.7,0.7,0.7
65-69,male,active,2750.0,2800,"Vegetables, fruits & berries",Fruits,50,gte,3.0,,3.0
65-69,male,active,2750.0,2800,"Vegetables, fruits & berries",Berries,50,gte,0.5,,0.5
65-69,male,active,2750.0,2800,Grain products & potatoes,(total),,range,12.0,13.0,12.5
65-69,male,active,2750.0,2800,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
65-69,male,active,2750.0,2800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,4.0,5.0,4.5
65-69,male,active,2750.0,2800,Grain products & potatoes,"Potato, sweet potato",75,range,2.0,3.0,2.5
65-69,male,active,2750.0,2800,Dairy products,(total),110,range,3.0,4.0,3.5
65-69,male,active,2750.0,2800,"Nuts, seeds, oils & fats",(total),,range,8.0,9.0,8.5
65-69,male,active,2750.0,2800,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
65-69,male,active,2750.0,2800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.6,0.6,0.6
65-69,male,active,2750.0,2800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,5.0,6.0,5.5
65-69,male,active,2750.0,2800,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
65-69,male,active,2750.0,2800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
65-69,male,active,2750.0,2800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
65-69,male,active,2750.0,2800,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
65-69,male,active,2750.0,2800,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
65-69,male,active,2750.0,2800,"Sweets, snacks & discretionary",(total),40,lte,,5.0,5.0
65-69,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",(total),,gte,6.0,,6.0
65-69,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
65-69,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Legumes,130,exact,0.3,0.3,0.3
65-69,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
65-69,female,sedentary,1750.0,1800,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
65-69,female,sedentary,1750.0,1800,Grain products & potatoes,(total),,range,9.0,10.0,9.5
65-69,female,sedentary,1750.0,1800,Grain products & potatoes,High-fibre bread/baked goods,75,range,3.0,4.0,3.5
65-69,female,sedentary,1750.0,1800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,2.0,3.0,2.5
65-69,female,sedentary,1750.0,1800,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
65-69,female,sedentary,1750.0,1800,Dairy products,(total),110,range,2.0,3.0,2.5
65-69,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
65-69,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
65-69,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.3,0.3,0.3
65-69,female,sedentary,1750.0,1800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
65-69,female,sedentary,1750.0,1800,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
65-69,female,sedentary,1750.0,1800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
65-69,female,sedentary,1750.0,1800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
65-69,female,sedentary,1750.0,1800,"Fish, eggs & meat",Poultry,80,exact,0.9,0.9,0.9
65-69,female,sedentary,1750.0,1800,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
65-69,female,sedentary,1750.0,1800,"Sweets, snacks & discretionary",(total),40,lte,,3.0,3.0
65-69,female,moderate,2000.0,2000,"Vegetables, fruits & berries",(total),,gte,7.0,,7.0
65-69,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
65-69,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Legumes,130,exact,0.5,0.5,0.5
65-69,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
65-69,female,moderate,2000.0,2000,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
65-69,female,moderate,2000.0,2000,Grain products & potatoes,(total),,range,9.0,10.0,9.5
65-69,female,moderate,2000.0,2000,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
65-69,female,moderate,2000.0,2000,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
65-69,female,moderate,2000.0,2000,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
65-69,female,moderate,2000.0,2000,Dairy products,(total),110,range,2.0,3.0,2.5
65-69,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
65-69,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
65-69,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
65-69,female,moderate,2000.0,2000,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
65-69,female,moderate,2000.0,2000,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
65-69,female,moderate,2000.0,2000,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
65-69,female,moderate,2000.0,2000,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
65-69,female,moderate,2000.0,2000,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
65-69,female,moderate,2000.0,2000,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
65-69,female,moderate,2000.0,2000,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
65-69,female,active,2250.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
65-69,female,active,2250.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
65-69,female,active,2250.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
65-69,female,active,2250.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
65-69,female,active,2250.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
65-69,female,active,2250.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
65-69,female,active,2250.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
65-69,female,active,2250.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
65-69,female,active,2250.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
65-69,female,active,2250.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
65-69,female,active,2250.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
65-69,female,active,2250.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
65-69,female,active,2250.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
65-69,female,active,2250.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
65-69,female,active,2250.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
65-69,female,active,2250.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
65-69,female,active,2250.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
65-69,female,active,2250.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
65-69,female,active,2250.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
65-69,female,active,2250.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
70-74,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
70-74,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
70-74,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
70-74,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
70-74,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
70-74,male,sedentary,2100.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
70-74,male,sedentary,2100.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
70-74,male,sedentary,2100.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
70-74,male,sedentary,2100.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
70-74,male,sedentary,2100.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
70-74,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
70-74,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
70-74,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
70-74,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
70-74,male,sedentary,2100.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
70-74,male,sedentary,2100.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
70-74,male,sedentary,2100.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
70-74,male,sedentary,2100.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
70-74,male,sedentary,2100.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
70-74,male,sedentary,2100.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
70-74,male,moderate,2400.0,2400,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
70-74,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
70-74,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
70-74,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
70-74,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
70-74,male,moderate,2400.0,2400,Grain products & potatoes,(total),,range,11.0,12.0,11.5
70-74,male,moderate,2400.0,2400,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
70-74,male,moderate,2400.0,2400,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,5.0,4.0
70-74,male,moderate,2400.0,2400,Grain products & potatoes,"Potato, sweet potato",75,exact,2.0,2.0,2.0
70-74,male,moderate,2400.0,2400,Dairy products,(total),110,range,2.0,3.0,2.5
70-74,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats",(total),,range,7.0,8.0,7.5
70-74,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
70-74,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
70-74,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
70-74,male,moderate,2400.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
70-74,male,moderate,2400.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
70-74,male,moderate,2400.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
70-74,male,moderate,2400.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
70-74,male,moderate,2400.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
70-74,male,moderate,2400.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
70-74,male,active,2700.0,2800,"Vegetables, fruits & berries",(total),,gte,11.0,,11.0
70-74,male,active,2700.0,2800,"Vegetables, fruits & berries",Vegetables,30,gte,6.0,,6.0
70-74,male,active,2700.0,2800,"Vegetables, fruits & berries",Legumes,130,exact,0.7,0.7,0.7
70-74,male,active,2700.0,2800,"Vegetables, fruits & berries",Fruits,50,gte,3.0,,3.0
70-74,male,active,2700.0,2800,"Vegetables, fruits & berries",Berries,50,gte,0.5,,0.5
70-74,male,active,2700.0,2800,Grain products & potatoes,(total),,range,12.0,13.0,12.5
70-74,male,active,2700.0,2800,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
70-74,male,active,2700.0,2800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,4.0,5.0,4.5
70-74,male,active,2700.0,2800,Grain products & potatoes,"Potato, sweet potato",75,range,2.0,3.0,2.5
70-74,male,active,2700.0,2800,Dairy products,(total),110,range,3.0,4.0,3.5
70-74,male,active,2700.0,2800,"Nuts, seeds, oils & fats",(total),,range,8.0,9.0,8.5
70-74,male,active,2700.0,2800,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
70-74,male,active,2700.0,2800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.6,0.6,0.6
70-74,male,active,2700.0,2800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,5.0,6.0,5.5
70-74,male,active,2700.0,2800,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
70-74,male,active,2700.0,2800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
70-74,male,active,2700.0,2800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
70-74,male,active,2700.0,2800,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
70-74,male,active,2700.0,2800,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
70-74,male,active,2700.0,2800,"Sweets, snacks & discretionary",(total),40,lte,,5.0,5.0
70-74,female,sedentary,1700.0,1800,"Vegetables, fruits & berries",(total),,gte,6.0,,6.0
70-74,female,sedentary,1700.0,1800,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
70-74,female,sedentary,1700.0,1800,"Vegetables, fruits & berries",Legumes,130,exact,0.3,0.3,0.3
70-74,female,sedentary,1700.0,1800,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
70-74,female,sedentary,1700.0,1800,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
70-74,female,sedentary,1700.0,1800,Grain products & potatoes,(total),,range,9.0,10.0,9.5
70-74,female,sedentary,1700.0,1800,Grain products & potatoes,High-fibre bread/baked goods,75,range,3.0,4.0,3.5
70-74,female,sedentary,1700.0,1800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,2.0,3.0,2.5
70-74,female,sedentary,1700.0,1800,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
70-74,female,sedentary,1700.0,1800,Dairy products,(total),110,range,2.0,3.0,2.5
70-74,female,sedentary,1700.0,1800,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
70-74,female,sedentary,1700.0,1800,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
70-74,female,sedentary,1700.0,1800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.3,0.3,0.3
70-74,female,sedentary,1700.0,1800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
70-74,female,sedentary,1700.0,1800,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
70-74,female,sedentary,1700.0,1800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
70-74,female,sedentary,1700.0,1800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
70-74,female,sedentary,1700.0,1800,"Fish, eggs & meat",Poultry,80,exact,0.9,0.9,0.9
70-74,female,sedentary,1700.0,1800,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
70-74,female,sedentary,1700.0,1800,"Sweets, snacks & discretionary",(total),40,lte,,3.0,3.0
70-74,female,moderate,1950.0,2000,"Vegetables, fruits & berries",(total),,gte,7.0,,7.0
70-74,female,moderate,1950.0,2000,"Vegetables, fruits & berries",Vegetables,30,gte,4.0,,4.0
70-74,female,moderate,1950.0,2000,"Vegetables, fruits & berries",Legumes,130,exact,0.5,0.5,0.5
70-74,female,moderate,1950.0,2000,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
70-74,female,moderate,1950.0,2000,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
70-74,female,moderate,1950.0,2000,Grain products & potatoes,(total),,range,9.0,10.0,9.5
70-74,female,moderate,1950.0,2000,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
70-74,female,moderate,1950.0,2000,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
70-74,female,moderate,1950.0,2000,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
70-74,female,moderate,1950.0,2000,Dairy products,(total),110,range,2.0,3.0,2.5
70-74,female,moderate,1950.0,2000,"Nuts, seeds, oils & fats",(total),,range,5.0,6.0,5.5
70-74,female,moderate,1950.0,2000,"Nuts, seeds, oils & fats",Nuts,90,range,1.0,2.0,1.5
70-74,female,moderate,1950.0,2000,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
70-74,female,moderate,1950.0,2000,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
70-74,female,moderate,1950.0,2000,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
70-74,female,moderate,1950.0,2000,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
70-74,female,moderate,1950.0,2000,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
70-74,female,moderate,1950.0,2000,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
70-74,female,moderate,1950.0,2000,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
70-74,female,moderate,1950.0,2000,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
70-74,female,active,2200.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
70-74,female,active,2200.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
70-74,female,active,2200.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
70-74,female,active,2200.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
70-74,female,active,2200.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
70-74,female,active,2200.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
70-74,female,active,2200.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
70-74,female,active,2200.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
70-74,female,active,2200.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
70-74,female,active,2200.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
70-74,female,active,2200.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
70-74,female,active,2200.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
70-74,female,active,2200.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
70-74,female,active,2200.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
70-74,female,active,2200.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
70-74,female,active,2200.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
70-74,female,active,2200.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
70-74,female,active,2200.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
70-74,female,active,2200.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
70-74,female,active,2200.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
75+,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
75+,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
75+,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
75+,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
75+,male,sedentary,2100.0,2200,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
75+,male,sedentary,2100.0,2200,Grain products & potatoes,(total),,range,8.0,11.0,9.5
75+,male,sedentary,2100.0,2200,Grain products & potatoes,High-fibre bread/baked goods,75,range,4.0,5.0,4.5
75+,male,sedentary,2100.0,2200,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,4.0,3.5
75+,male,sedentary,2100.0,2200,Grain products & potatoes,"Potato, sweet potato",75,range,1.0,2.0,1.5
75+,male,sedentary,2100.0,2200,Dairy products,(total),110,range,2.0,3.0,2.5
75+,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats",(total),,range,6.0,7.0,6.5
75+,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
75+,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
75+,male,sedentary,2100.0,2200,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,3.0,4.0,3.5
75+,male,sedentary,2100.0,2200,"Fish, eggs & meat",(total),,range,3.0,4.0,3.5
75+,male,sedentary,2100.0,2200,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
75+,male,sedentary,2100.0,2200,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
75+,male,sedentary,2100.0,2200,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
75+,male,sedentary,2100.0,2200,"Fish, eggs & meat",Red meat,80,exact,0.5,0.5,0.5
75+,male,sedentary,2100.0,2200,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
75+,male,moderate,2400.0,2400,"Vegetables, fruits & berries",(total),,gte,8.0,,8.0
75+,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Vegetables,30,gte,5.0,,5.0
75+,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Legumes,130,exact,0.6,0.6,0.6
75+,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Fruits,50,gte,2.0,,2.0
75+,male,moderate,2400.0,2400,"Vegetables, fruits & berries",Berries,50,gte,0.4,,0.4
75+,male,moderate,2400.0,2400,Grain products & potatoes,(total),,range,11.0,12.0,11.5
75+,male,moderate,2400.0,2400,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
75+,male,moderate,2400.0,2400,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,3.0,5.0,4.0
75+,male,moderate,2400.0,2400,Grain products & potatoes,"Potato, sweet potato",75,exact,2.0,2.0,2.0
75+,male,moderate,2400.0,2400,Dairy products,(total),110,range,2.0,3.0,2.5
75+,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats",(total),,range,7.0,8.0,7.5
75+,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
75+,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.5,0.5,0.5
75+,male,moderate,2400.0,2400,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,4.0,5.0,4.5
75+,male,moderate,2400.0,2400,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
75+,male,moderate,2400.0,2400,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
75+,male,moderate,2400.0,2400,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
75+,male,moderate,2400.0,2400,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
75+,male,moderate,2400.0,2400,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
75+,male,moderate,2400.0,2400,"Sweets, snacks & discretionary",(total),40,lte,,4.0,4.0
75+,male,active,2700.0,2800,"Vegetables, fruits & berries",(total),,gte,11.0,,11.0
75+,male,active,2700.0,2800,"Vegetables, fruits & berries",Vegetables,30,gte,6.0,,6.0
75+,male,active,2700.0,2800,"Vegetables, fruits & berries",Legumes,130,exact,0.7,0.7,0.7
75+,male,active,2700.0,2800,"Vegetables, fruits & berries",Fruits,50,gte,3.0,,3.0
75+,male,active,2700.0,2800,"Vegetables, fruits & berries",Berries,50,gte,0.5,,0.5
75+,male,active,2700.0,2800,Grain products & potatoes,(total),,range,12.0,13.0,12.5
75+,male,active,2700.0,2800,Grain products & potatoes,High-fibre bread/baked goods,75,range,5.0,6.0,5.5
75+,male,active,2700.0,2800,Grain products & potatoes,Porridges/pasta/rice/grain products,75,range,4.0,5.0,4.5
75+,male,active,2700.0,2800,Grain products & potatoes,"Potato, sweet potato",75,range,2.0,3.0,2.5
75+,male,active,2700.0,2800,Dairy products,(total),110,range,3.0,4.0,3.5
75+,male,active,2700.0,2800,"Nuts, seeds, oils & fats",(total),,range,8.0,9.0,8.5
75+,male,active,2700.0,2800,"Nuts, seeds, oils & fats",Nuts,90,range,2.0,3.0,2.5
75+,male,active,2700.0,2800,"Nuts, seeds, oils & fats","Seeds, cocoa",50,exact,0.6,0.6,0.6
75+,male,active,2700.0,2800,"Nuts, seeds, oils & fats",Oils/fats/spreads,50,range,5.0,6.0,5.5
75+,male,active,2700.0,2800,"Fish, eggs & meat",(total),,range,4.0,5.0,4.5
75+,male,active,2700.0,2800,"Fish, eggs & meat",Fish & seafood,80,range,1.0,2.0,1.5
75+,male,active,2700.0,2800,"Fish, eggs & meat",Eggs,80,exact,0.5,0.5,0.5
75+,male,active,2700.0,2800,"Fish, eggs & meat",Poultry,80,exact,1.0,1.0,1.0
75+,male,active,2700.0,2800,"Fish, eggs & meat",Red meat,80,lte,,0.6,0.6
75+,male,active,2700.0,2800,"Sweets, snacks & discretionary",(total),40,lte,,5.0,5.0
75+,female,sedentary,1700.0,1800,"Vegetables, fruits & berries",(total),,gte,6.0,,6.0
